Student_ID,Gender,Age,Study_Hours,Attendance,Math_Score,Science_Score,English_Score,Previous_Score,Final_Score,Performance_Category,Average_Subject_Score,Attendance_Category,Study_Level
331,Male,22,3.3,79.3,50,69,43,59,57.14,Average,54.0,Good,Moderate
332,Male,18,4.4,93.4,35,99,88,70,77.92,Good,74.0,Excellent,Moderate
333,Female,20,6.3,60.3,39,89,61,42,56.6,Average,63.0,Moderate,High
334,Male,21,3.4,55.6,37,79,68,92,68.18,Good,61.33,Low,Moderate
335,Female,21,6.6,63.5,99,96,35,79,81.35,Excellent,76.67,Moderate,High
336,Female,21,4.7,52.9,38,83,66,96,64.8,Good,62.33,Low,Moderate
337,Male,21,6.0,76.6,98,59,54,73,73.85,Good,70.33,Good,High
338,Male,22,4.9,96.8,44,57,69,92,61.59,Good,56.67,Excellent,Moderate
339,Female,21,3.7,52.0,55,58,51,98,62.85,Good,54.67,Low,Moderate
340,Female,19,9.5,56.1,80,72,52,78,71.12,Good,68.0,Low,Very High
341,Male,20,7.9,72.6,61,62,79,63,59.24,Average,67.33,Moderate,High
342,Female,21,2.3,96.7,100,55,87,93,76.8,Good,80.67,Excellent,Moderate
343,Male,20,8.8,65.8,75,88,99,43,78.84,Good,87.33,Moderate,Very High
344,Female,19,5.4,75.4,47,52,35,40,49.58,Average,44.67,Good,High
345,Male,19,9.1,52.1,43,70,92,63,64.63,Good,68.33,Low,Very High
346,Male,20,8.2,57.4,70,79,60,92,76.67,Good,69.67,Low,Very High
347,Male,17,4.8,99.3,92,87,54,51,69.78,Good,77.67,Excellent,Moderate
348,Female,18,1.2,98.3,88,64,44,50,67.2,Good,65.33,Excellent,Low
349,Female,17,3.4,50.2,46,94,93,37,59.05,Average,77.67,Low,Moderate
350,Male,17,5.9,97.6,48,66,75,55,67.15,Good,63.0,Excellent,High
351,Female,22,6.7,82.0,68,62,39,98,64.67,Good,56.33,Good,High
352,Male,17,3.3,93.4,87,78,99,70,85.07,Excellent,88.0,Excellent,Moderate
353,Male,21,2.3,72.7,54,75,51,96,59.71,Average,60.0,Moderate,Moderate
354,Female,22,8.5,75.8,50,97,56,76,75.0,Good,67.67,Good,Very High
355,Female,22,9.9,74.4,90,57,75,76,80.41,Excellent,74.0,Moderate,Very High
356,Male,19,5.7,83.3,92,82,45,95,80.11,Excellent,73.0,Good,High
357,Female,17,2.5,57.0,38,66,90,47,57.03,Average,64.67,Low,Moderate
358,Female,19,3.5,51.5,38,91,85,45,64.87,Good,71.33,Low,Moderate
359,Male,20,1.2,65.4,54,67,55,88,57.06,Average,58.67,Moderate,Low
360,Male,18,9.2,85.2,44,58,60,50,61.24,Good,54.0,Good,Very High
361,Female,22,2.1,60.1,58,73,53,42,64.11,Good,61.33,Moderate,Moderate
362,Male,20,6.2,83.7,60,68,94,93,78.85,Good,74.0,Good,High
363,Male,20,3.5,98.5,71,90,81,91,77.78,Good,80.67,Excellent,Moderate
364,Female,21,6.0,54.7,88,62,60,74,71.22,Good,70.0,Low,High
365,Male,18,6.9,83.6,55,71,74,93,64.99,Good,66.67,Good,High
366,Male,20,8.5,72.2,72,41,39,36,57.01,Average,50.67,Moderate,Very High
367,Female,20,2.9,93.4,80,71,55,44,69.74,Good,68.67,Excellent,Moderate
368,Female,18,1.1,58.9,38,90,38,78,48.26,Average,55.33,Low,Low
369,Male,18,2.2,84.6,94,99,57,45,73.76,Good,83.33,Good,Moderate
370,Male,20,9.1,91.9,91,99,49,36,78.06,Good,79.67,Excellent,Very High
371,Female,18,8.9,97.2,79,81,42,84,73.72,Good,67.33,Excellent,Very High
372,Female,20,6.4,84.2,54,54,75,46,56.08,Average,61.0,Good,High
373,Female,20,6.4,74.9,51,53,53,57,57.1,Average,52.33,Moderate,High
374,Female,21,7.0,80.9,38,63,80,52,60.95,Good,60.33,Good,High
375,Male,17,2.6,93.4,48,94,62,96,69.76,Good,68.0,Excellent,Moderate
376,Female,20,9.2,78.5,37,52,49,96,52.93,Average,46.0,Good,Very High
377,Female,19,4.8,51.5,92,69,71,72,77.99,Good,77.33,Low,Moderate
378,Male,22,4.4,96.5,89,77,35,72,78.62,Good,67.0,Excellent,Moderate
379,Female,17,5.7,84.5,38,45,58,95,53.12,Average,47.0,Good,High
380,Male,17,1.4,83.8,58,83,61,35,60.48,Good,67.33,Good,Low
381,Female,17,2.5,60.8,68,72,74,79,70.39,Good,71.33,Moderate,Moderate
382,Female,21,7.6,82.9,64,98,97,62,79.96,Good,86.33,Good,High
383,Female,20,1.7,69.7,53,42,95,55,58.16,Average,63.33,Moderate,Low
384,Male,21,6.4,82.6,65,68,70,47,69.62,Good,67.67,Good,High
385,Male,20,3.2,55.3,94,82,58,61,65.89,Good,78.0,Low,Moderate
386,Female,21,4.5,82.9,94,90,58,41,82.21,Excellent,80.67,Good,Moderate
387,Male,21,3.6,100.0,53,99,38,56,65.94,Good,63.33,Excellent,Moderate
388,Male,22,4.2,52.4,83,65,68,87,69.14,Good,72.0,Low,Moderate
389,Male,19,7.5,98.9,97,38,91,38,73.88,Good,75.33,Excellent,High
390,Male,21,3.7,70.3,56,84,83,57,68.83,Good,74.33,Moderate,Moderate
391,Male,22,6.1,93.5,58,64,87,67,62.98,Good,69.67,Excellent,High
392,Male,18,5.3,89.1,64,93,57,62,77.59,Good,71.33,Good,High
393,Female,19,7.0,78.4,92,79,87,42,80.46,Excellent,86.0,Good,High
394,Female,21,9.4,86.9,65,38,96,35,66.86,Good,66.33,Good,Very High
395,Male,17,7.6,93.9,98,60,75,71,83.5,Excellent,77.67,Excellent,High
396,Female,18,2.9,70.2,53,61,91,97,63.44,Good,68.33,Moderate,Moderate
397,Female,18,1.3,66.4,82,80,94,56,78.18,Good,85.33,Moderate,Low
398,Female,22,3.4,83.4,79,98,88,55,80.27,Excellent,88.33,Good,Moderate
399,Female,18,6.4,90.4,89,85,91,69,88.68,Excellent,88.33,Excellent,High
400,Male,19,1.5,88.1,89,84,44,39,61.45,Good,72.33,Good,Low
401,Female,21,5.5,89.9,52,40,74,94,61.14,Good,55.33,Good,High
402,Female,21,6.4,71.8,97,93,41,80,76.52,Good,77.0,Moderate,High
403,Male,17,4.0,90.9,81,49,72,84,72.17,Good,67.33,Excellent,Moderate
404,Male,22,7.9,56.0,91,64,95,82,81.93,Excellent,83.33,Low,High
405,Female,17,2.0,77.2,79,76,37,40,59.99,Average,64.0,Good,Low
406,Female,18,1.7,50.3,67,71,85,90,66.88,Good,74.33,Low,Low
407,Female,17,7.6,66.2,51,76,81,93,69.78,Good,69.33,Moderate,High
408,Female,19,5.5,68.3,38,69,72,63,55.34,Average,59.67,Moderate,High
409,Female,21,7.2,69.8,54,40,70,52,59.35,Average,54.67,Moderate,High
410,Female,18,4.9,84.8,81,52,75,36,65.35,Good,69.33,Good,Moderate
411,Male,17,3.2,69.4,49,63,47,42,40.96,Average,53.0,Moderate,Moderate
412,Female,22,8.4,72.4,81,93,92,88,84.69,Excellent,88.67,Moderate,Very High
413,Female,19,8.2,61.9,43,81,84,72,63.29,Good,69.33,Moderate,Very High
414,Male,19,7.3,68.7,50,51,64,82,52.74,Average,55.0,Moderate,High
415,Male,17,3.4,61.4,95,56,96,61,70.69,Good,82.33,Moderate,Moderate
416,Male,21,6.3,53.7,44,71,59,54,57.11,Average,58.0,Low,High
417,Male,17,4.2,80.2,84,83,61,46,78.18,Good,76.0,Good,Moderate
418,Female,18,1.8,83.4,37,47,85,77,58.04,Average,56.33,Good,Low
419,Female,17,9.3,81.0,85,68,91,95,80.52,Excellent,81.33,Good,Very High
420,Female,19,2.2,73.2,53,87,81,65,70.59,Good,73.67,Moderate,Moderate
421,Female,17,9.6,69.0,76,85,73,95,78.01,Good,78.0,Moderate,Very High
422,Female,21,5.0,93.2,69,37,50,69,55.89,Average,52.0,Excellent,Moderate
423,Female,22,2.7,76.0,80,76,56,49,63.43,Good,70.67,Good,Moderate
424,Male,20,5.9,74.0,60,66,88,50,60.44,Good,71.33,Moderate,High
425,Female,17,8.9,51.3,98,85,55,47,74.37,Good,79.33,Low,Very High
426,Male,21,7.6,67.1,71,80,50,69,69.34,Good,67.0,Moderate,High
427,Male,21,8.3,69.0,83,55,93,93,77.21,Good,77.0,Moderate,Very High
428,Female,22,6.9,69.9,55,78,65,55,63.28,Good,66.0,Moderate,High
429,Male,19,7.2,79.0,98,45,76,88,72.37,Good,73.0,Good,High
430,Female,21,8.6,76.7,39,35,66,64,54.45,Average,46.67,Good,Very High
431,Male,21,3.2,80.4,38,97,93,82,66.82,Good,76.0,Good,Moderate
432,Female,21,5.4,88.2,73,58,68,69,71.52,Good,66.33,Good,High
433,Male,21,3.0,90.6,69,47,43,72,54.8,Average,53.0,Excellent,Moderate
434,Female,18,9.9,85.9,35,45,45,65,47.78,Average,41.67,Good,Very High
435,Female,18,9.5,97.8,58,85,44,58,61.91,Good,62.33,Excellent,Very High
436,Female,19,1.4,50.9,91,51,51,83,62.33,Good,64.33,Low,Low
437,Female,17,7.4,59.8,75,58,82,66,73.58,Good,71.67,Low,High
438,Female,21,9.3,50.4,88,53,86,89,77.5,Good,75.67,Low,Very High
439,Male,22,2.6,82.4,80,71,59,92,76.2,Good,70.0,Good,Moderate
440,Male,17,6.1,94.9,94,42,55,37,68.03,Good,63.67,Excellent,High
441,Male,22,9.2,62.2,94,62,99,44,74.31,Good,85.0,Moderate,Very High
442,Female,17,1.3,96.4,91,39,97,59,71.32,Good,75.67,Excellent,Low
443,Male,19,7.3,53.0,65,51,85,95,64.58,Good,67.0,Low,High
444,Female,21,3.7,96.7,58,70,70,63,72.04,Good,66.0,Excellent,Moderate
445,Female,21,9.3,67.6,70,53,100,53,66.17,Good,74.33,Moderate,Very High
446,Male,20,9.7,55.1,64,98,49,77,75.13,Good,70.33,Low,Very High
447,Male,22,9.5,74.3,58,45,73,100,69.0,Good,58.67,Moderate,Very High
448,Female,17,5.3,62.8,64,88,35,95,73.95,Good,62.33,Moderate,High
449,Male,17,8.8,64.2,41,79,57,77,60.33,Good,59.0,Moderate,Very High
450,Female,18,8.6,65.4,69,81,73,59,75.14,Good,74.33,Moderate,Very High
451,Female,20,3.9,90.2,89,46,91,54,81.9,Excellent,75.33,Excellent,Moderate
452,Female,18,8.5,77.0,48,55,68,82,59.43,Average,57.0,Good,Very High
453,Female,18,1.3,65.6,44,45,75,58,46.32,Average,54.67,Moderate,Low
454,Female,18,6.4,80.5,50,39,47,45,42.38,Average,45.33,Good,High
455,Male,22,3.1,85.8,88,90,40,89,78.78,Good,72.67,Good,Moderate
456,Male,22,2.1,63.6,78,54,86,62,60.18,Good,72.67,Moderate,Moderate
457,Female,19,1.7,70.7,79,75,37,97,65.98,Good,63.67,Moderate,Low
458,Female,19,7.3,56.1,90,80,97,93,86.71,Excellent,89.0,Low,High
459,Male,18,4.1,59.1,91,46,83,39,68.0,Good,73.33,Low,Moderate
460,Male,20,7.5,84.1,55,51,81,85,67.81,Good,62.33,Good,High
461,Female,17,1.6,59.1,84,53,89,55,69.35,Good,75.33,Low,Low
462,Male,22,3.8,76.3,67,60,98,46,73.95,Good,75.0,Good,Moderate
463,Female,20,5.9,85.5,41,82,99,84,68.69,Good,74.0,Good,High
464,Male,21,8.1,55.3,49,86,49,38,56.67,Average,61.33,Low,Very High
465,Female,22,3.9,78.4,66,89,66,76,69.55,Good,73.67,Good,Moderate
466,Male,22,6.6,62.8,54,67,52,72,63.45,Good,57.67,Moderate,High
467,Female,19,9.0,98.1,49,96,77,59,77.91,Good,74.0,Excellent,Very High
468,Male,17,6.5,74.2,82,57,69,48,69.92,Good,69.33,Moderate,High
469,Male,17,3.1,90.3,55,49,92,66,69.06,Good,65.33,Excellent,Moderate
470,Female,21,1.2,77.5,76,61,67,45,59.59,Average,68.0,Good,Low
471,Male,21,8.8,52.2,60,98,48,95,77.89,Good,68.67,Low,Very High
472,Female,22,1.2,81.7,48,85,68,52,69.31,Good,67.0,Good,Low
473,Male,18,8.9,97.6,91,87,95,61,91.3,Excellent,91.0,Excellent,Very High
474,Female,19,5.8,80.1,71,85,38,89,77.09,Good,64.67,Good,High
475,Male,19,9.5,91.0,92,81,93,88,82.47,Excellent,88.67,Excellent,Very High
476,Female,22,8.2,94.2,55,38,63,55,55.52,Average,52.0,Excellent,Very High
477,Male,20,10.0,61.4,37,41,40,78,45.35,Average,39.33,Moderate,Very High
478,Female,18,4.2,60.6,71,69,83,39,70.1,Good,74.33,Moderate,Moderate
479,Male,22,7.9,80.5,83,82,74,75,75.5,Good,79.67,Good,High
480,Female,18,4.6,70.6,53,79,99,93,77.14,Good,77.0,Moderate,Moderate
481,Female,18,5.3,92.0,46,53,61,88,65.38,Good,53.33,Excellent,High
482,Female,18,6.6,95.0,95,97,40,56,81.93,Excellent,77.33,Excellent,High
483,Male,22,8.9,67.7,75,72,47,99,72.16,Good,64.67,Moderate,Very High
484,Female,19,9.9,61.8,67,93,98,98,79.93,Good,86.0,Moderate,Very High
485,Male,19,7.9,89.0,84,47,96,38,69.41,Good,75.67,Good,High
486,Female,18,4.8,63.7,67,81,53,99,74.62,Good,67.0,Moderate,Moderate
487,Male,20,4.8,91.1,58,95,77,49,76.08,Good,76.67,Excellent,Moderate
488,Female,17,7.6,71.2,95,65,54,56,71.91,Good,71.33,Moderate,High
489,Male,22,3.1,83.4,95,56,78,81,74.42,Good,76.33,Good,Moderate
490,Male,17,2.0,54.8,62,77,57,80,55.63,Average,65.33,Low,Low
491,Female,20,4.2,81.2,92,88,36,48,67.54,Good,72.0,Good,Moderate
492,Male,22,3.6,72.6,77,44,56,84,70.41,Good,59.0,Moderate,Moderate
493,Male,18,3.7,79.3,75,76,91,54,69.76,Good,80.67,Good,Moderate
494,Female,19,3.1,58.4,73,98,41,84,71.15,Good,70.67,Low,Moderate
495,Male,17,1.4,86.8,83,55,90,67,76.76,Good,76.0,Good,Low
496,Male,21,1.2,93.1,51,100,50,93,64.49,Good,67.0,Excellent,Low
497,Male,21,9.9,60.8,99,75,85,77,84.92,Excellent,86.33,Moderate,Very High
498,Female,20,4.8,54.8,39,58,46,46,51.63,Average,47.67,Low,Moderate
499,Male,18,4.5,51.2,36,69,87,74,60.27,Good,64.0,Low,Moderate
500,Female,17,7.1,82.1,56,90,39,54,75.73,Good,61.67,Good,High
